26	9	8	
55	29	58	
79	72	12	
29	52	13	
39	42	60	
6	95	58	
65	90	4	
23	22	26	
80	98	69	
55	77	5	
100	16	91	
23	38	26	
81	93	92	
11	34	9	
57	10	16	
75	10	93	
33	29	58	
99	18	79	
14	13	25	
3	29	47	
58	99	28	
84	22	4	
9	41	21	
31	89	8	
70	12	8	
54	17	16	
85	39	62	
53	48	75	
1	52	65	
52	86	40	
13	52	61	
22	47	45	
34	91	89	
95	96	28	
94	11	9	
74	2	60	
84	7	53	
80	38	80	
56	82	57	
9	49	83	
67	3	2	
36	87	23	
33	74	47	
44	59	73	
23	95	71	
43	85	47	
30	29	3	
19	46	7	
49	23	88	
89	71	99	
47	2	48	
71	94	17	
92	10	66	
13	1	35	
6	41	97	
13	96	57	
64	63	77	
87	34	54	
8	6	87	
23	47	67	
55	89	71	
57	77	73	
52	31	31	
78	18	24	
5	64	87	
6	28	5	
48	21	57	
90	30	12	
30	4	23	
7	17	70	
6	56	53	
32	17	63	
90	87	58	
52	26	72	
93	52	37	
23	8	52	
61	84	21	
75	96	40	
25	44	87	
10	18	39	
9	30	72	
36	40	56	
1	73	20	
66	4	50	
90	75	34	
72	59	44	
60	96	11	
65	5	71	
93	65	67	
1	81	12	
91	89	73	
57	74	72	
69	40	39	
27	90	50	
46	93	6	
48	87	26	
10	99	53	
65	8	41	
46	76	52	
53	87	1	
99	5	68	
75	80	81	
15	79	95	
69	35	45	
27	15	41	
23	44	99	
46	16	46	
60	99	91	
37	83	54	
27	22	60	
94	43	2	
93	74	15	
6	24	99	
57	56	14	
33	95	38	
45	96	50	
36	22	84	
83	63	39	
30	95	94	
56	10	16	
9	62	47	
32	26	34	
58	58	60	
92	63	75	
37	3	16	
64	76	48	
96	21	4	
16	33	79	
14	80	15	
23	86	44	
62	47	15	
16	34	6	
10	45	54	
24	84	87	
82	56	1	
1	70	9	
46	1	100	
72	18	79	
82	88	69	
15	42	61	
53	5	70	
31	43	4	
60	31	87	
96	7	48	
92	59	37	
4	18	4	
5	94	37	
70	21	92	
82	99	41	
37	10	96	
49	33	81	
38	98	94	
29	87	40	
31	32	11	
45	76	10	
75	11	48	
89	15	75	
23	39	80	
14	52	90	
85	70	56	
16	23	59	
45	76	9	
30	62	41	
46	27	28	
18	5	48	
74	32	63	
28	30	21	
55	22	95	
46	52	99	
60	8	9	
63	71	43	
5	25	35	
47	62	77	
75	4	67	
56	4	93	
39	79	39	
9	94	45	
32	79	7	
51	19	89	
32	49	64	
36	26	3	
2	87	68	
69	66	85	
31	69	75	
40	23	52	
74	9	49	
4	74	61	
82	13	26	
47	64	94	
47	64	97	
51	85	80	
80	70	59	
44	45	83	
63	63	25	
44	64	87	
15	94	62	
29	49	66	
57	81	58	
100	66	13	
6	7	3	
75	4	50	
58	66	52	
39	8	10	
17	77	44	
77	42	96	
52	24	77	
42	37	69	
18	16	74	
39	30	55	
22	28	96	
30	99	27	
3	57	43	
62	86	52	
62	10	66	
46	15	94	
74	39	52	
95	63	25	
34	87	82	
92	14	41	
62	42	73	
68	18	10	
38	94	12	
68	5	90	
53	91	41	
79	13	15	
40	24	8	
2	91	24	
3	34	9	
1	5	40	
5	98	38	
96	68	87	
85	81	13	
82	41	44	
99	48	58	
85	41	85	
43	22	69	
64	21	89	
52	19	71	
33	7	88	
80	53	22	
38	93	45	
97	51	36	
90	20	50	
84	12	29	
20	72	6	
41	24	10	
71	28	41	
64	48	22	
45	25	71	
27	91	3	
95	43	17	
21	90	6	
36	4	44	
91	54	8	
89	24	43	
64	50	7	
28	8	64	
60	13	94	
27	10	64	
91	75	49	
83	65	38	
14	55	29	
18	47	12	
69	5	89	
86	8	90	
22	25	1	
69	29	93	
95	24	82	
68	82	86	
80	98	20	
10	5	4	
70	42	20	
93	37	57	
54	53	42	
51	51	75	
22	31	33	
54	56	19	
23	20	97	
80	64	52	
41	93	12	
18	15	11	
8	41	39	
39	60	29	
78	36	73	
67	20	31	
21	99	93	
97	52	61	
28	20	55	
64	4	46	
20	63	70	
16	97	96	
2	15	84	
47	64	61	
84	37	66	
58	3	56	
42	41	67	
60	100	35	
92	35	74	
44	27	56	
10	22	98	
93	58	18	
100	33	68	
97	60	90	
48	43	82	
8	94	96	
84	6	92	
1	29	53	
93	70	52	
87	2	34	
37	46	34	
19	4	96	
17	93	49	
59	85	89	
41	45	28	
39	27	22	
54	9	25	
53	20	87	
22	62	87	
41	16	11	
71	28	59	
38	31	25	
88	30	70	
27	100	4	
5	80	69	
73	51	27	
39	95	42	
13	49	11	
99	71	11	
3	54	60	
52	84	61	
56	37	18	
59	1	65	
79	17	97	
76	86	47	
5	99	78	
46	85	26	
56	26	37	
48	6	68	
77	80	32	
98	4	53	
97	89	88	
5	23	57	
26	91	80	
19	23	83	
31	1	16	
67	15	48	
87	75	47	
7	61	39	
2	40	28	
37	50	51	
60	2	96	
63	58	17	
98	85	24	
83	37	84	
85	3	94	
2	98	74	
25	14	42	
95	54	39	
71	93	81	
50	74	61	
91	72	13	
11	50	10	
91	54	98	
94	16	84	
10	87	75	
1	79	74	
3	99	60	
99	38	78	
24	3	85	
10	88	84	
37	78	85	
7	94	61	
58	46	3	
100	15	38	
41	30	2	
4	65	28	
3	97	34	
58	35	64	
75	4	85	
72	23	14	
50	78	22	
86	67	99	
8	19	61	
53	54	71	
65	72	32	
14	94	5	
35	78	52	
87	59	15	
51	4	73	
52	21	32	
72	58	73	
17	74	5	
13	20	78	
13	35	88	
76	42	100	
88	88	82	
62	75	77	
81	48	12	
62	91	96	
56	4	96	
12	64	48	
69	30	32	
35	29	99	
42	72	79	
20	53	1	
66	77	54	
6	9	57	
44	78	70	
38	56	32	
41	1	12	
44	2	51	
61	92	35	
97	64	38	
100	26	46	
87	74	7	
80	68	75	
82	70	61	
32	88	92	
4	25	6	
27	73	17	
71	83	20	
95	33	69	
55	76	81	
21	19	84	
88	90	26	
93	52	96	
31	49	49	
32	5	9	
70	10	21	
85	8	17	
68	56	2	
13	50	74	
37	98	34	
33	3	50	
74	27	7	
99	29	76	
85	62	36	
99	9	24	
51	18	57	
95	67	96	
72	98	69	
85	49	87	
100	41	29	
22	43	17	
42	11	35	
45	78	53	
93	51	4	
98	61	79	
78	58	22	
46	58	95	
72	68	31	
19	76	76	
9	33	80	
22	28	55	
81	68	11	
49	49	20	
21	72	49	
15	34	86	
16	51	56	
46	3	82	
88	88	65	
30	7	2	
42	21	9	
90	88	66	
79	80	82	
19	50	28	
14	2	92	
40	26	75	
86	29	62	
36	23	64	
92	4	33	
61	74	37	
94	68	31	
17	26	51	
77	77	68	
40	66	33	
19	71	60	
32	96	50	
23	48	1	
17	47	73	
88	56	16	
11	10	72	
39	75	91	
85	38	59	
92	79	39	
70	1	89	
29	26	37	
51	73	82	
75	40	81	
36	7	70	
31	100	50	
74	41	19	
14	13	40	
6	58	82	
19	43	27	
55	22	26	
29	10	24	
23	73	87	
75	92	39	
7	35	13	
67	65	18	
7	32	19	
83	69	18	
69	49	43	
55	33	35	
2	38	22	
74	58	71	
70	83	58	
46	44	63	
85	62	8	
33	74	86	
54	52	99	
32	45	42	
20	90	52	
57	38	91	
67	49	15	
10	1	7	
19	57	15	
24	1	69	
93	13	82	
38	97	100	
60	52	20	
17	88	69	
89	15	16	
54	93	6	
99	100	45	
45	2	34	
71	48	44	
3	12	26	
64	90	19	
21	95	99	
31	79	85	
96	55	28	
53	80	3	
90	5	69	
76	6	37	
92	53	40	
3	31	33	
47	20	95	
93	46	1	
52	97	27	
68	71	79	
59	95	35	
4	47	60	
83	60	10	
12	51	3	
67	85	58	
77	25	63	
85	46	34	
74	87	13	
42	98	40	
48	75	89	
27	43	59	
74	72	99	
44	59	12	
10	27	48	
58	11	91	
43	22	35	
53	65	3	
27	35	75	
85	90	78	
26	70	28	
97	5	8	
81	91	84	
45	87	5	
99	66	23	
41	73	84	
82	51	87	
36	93	91	
41	75	36	
68	35	95	
19	57	50	
70	4	81	
73	85	99	
100	59	72	
81	60	7	
8	25	41	
56	94	88	
79	84	28	
89	92	95	
46	76	70	
9	16	16	
83	12	7	
88	82	89	
54	39	69	
18	49	60	
18	97	57	
53	7	32	
39	84	67	
36	91	85	
7	76	11	
31	97	19	
92	81	64	
2	57	33	
2	17	67	
32	7	50	
1	45	87	
83	62	44	
66	1	96	
91	59	53	
63	40	24	
55	56	58	
93	63	16	
2	13	60	
22	79	55	
88	88	53	
49	49	68	
71	59	22	
20	44	2	
79	45	24	
87	44	70	
45	72	13	
74	17	6	
6	74	19	
38	20	68	
93	70	67	
97	48	87	
85	62	35	
26	70	92	
43	64	51	
21	12	51	
36	39	46	
58	64	88	
11	92	3	
64	80	58	
76	95	91	
19	22	15	
48	14	78	
94	36	44	
66	44	8	
79	4	57	
55	50	31	
94	62	94	
54	79	76	
43	92	96	
57	45	99	
17	83	38	
5	68	56	
57	30	41	
47	12	72	
90	38	39	
30	93	80	
94	59	56	
48	73	98	
95	10	3	
43	12	58	
72	73	48	
50	15	64	
38	90	17	
7	18	36	
24	86	65	
91	5	2	
20	87	29	
89	27	66	
99	21	99	
50	71	9	
87	56	78	
79	32	6	
70	86	88	
85	93	84	
91	50	19	
33	49	1	
100	70	75	
37	37	40	
93	27	82	
10	92	19	
45	34	66	
85	3	44	
67	83	71	
96	34	89	
65	66	45	
57	16	21	
79	50	37	
37	30	81	
48	86	88	
7	60	65	
50	34	63	
22	11	78	
92	56	7	
44	18	70	
41	90	74	
11	51	66	
88	49	33	
97	59	44	
40	88	35	
69	6	78	
45	2	12	
6	54	4	
40	87	8	
80	84	86	
27	96	51	
83	39	85	
83	25	19	
10	85	42	
19	89	62	
54	14	2	
42	68	64	
10	43	96	
30	73	91	
53	64	79	
7	68	29	
85	10	54	
93	72	30	
21	10	52	
30	77	43	
2	55	62	
77	33	48	
89	41	16	
99	7	83	
65	58	22	
83	65	44	
67	66	51	
57	66	43	
42	71	50	
15	99	44	
73	66	26	
65	85	76	
6	33	72	
97	92	3	
49	45	56	
60	95	2	
86	23	59	
56	88	64	
7	38	21	
23	42	19	
99	3	32	
93	70	26	
26	7	12	
43	47	7	
34	92	66	
68	97	81	
89	68	87	
3	91	56	
77	59	97	
97	16	70	
98	1	55	
75	73	47	
84	14	50	
78	13	60	
70	76	71	
73	55	44	
38	54	18	
29	75	1	
83	38	49	
62	52	64	
75	64	89	
51	40	64	
76	93	15	
18	72	76	
39	75	39	
51	50	88	
83	41	69	
41	88	54	
94	61	44	
18	66	37	
52	24	99	
100	12	92	
18	91	5	
93	19	34	
13	83	2	
80	67	32	
51	79	15	
23	50	84	
17	70	64	
6	86	92	
90	53	22	
8	79	10	
22	75	13	
3	64	86	
69	14	68	
81	64	87	
30	4	35	
50	75	33	
87	38	83	
5	26	49	
8	84	62	
37	16	12	
39	52	52	
50	97	87	
65	49	48	
65	18	60	
35	4	92	
58	61	2	
2	16	99	
15	52	60	
39	85	10	
2	41	60	
71	41	52	
84	13	67	
5	30	100	
89	16	64	
62	2	96	
52	41	55	
37	3	89	
61	65	43	
74	43	7	
83	93	38	
1	16	47	
70	20	11	
47	24	70	
85	85	63	
38	14	17	
84	51	33	
49	62	3	
61	23	70	
14	50	67	
12	91	11	
37	43	52	
13	52	96	
21	64	38	
59	16	29	
80	26	44	
20	98	62	
92	93	5	
87	80	63	
56	100	77	
84	73	50	
2	73	45	
3	55	21	
3	30	75	
36	51	61	
27	3	45	
58	12	58	
38	96	63	
75	11	39	
11	22	18	
91	44	46	
91	38	32	
16	46	60	
82	41	50	
53	52	15	
53	50	90	
93	33	24	
10	64	61	
82	63	79	
64	82	72	
97	70	51	
65	19	72	
66	22	52	
47	59	45	
62	74	56	
46	12	29	
6	94	21	
42	55	76	
61	82	72	
21	9	89	
58	68	49	
67	48	85	
63	82	93	
10	3	85	
97	79	95	
68	35	4	
56	79	29	
63	34	81	
16	60	6	
17	81	97	
70	56	29	
93	46	58	
34	60	86	
84	32	14	
63	3	8	
57	8	90	
35	75	55	
46	98	41	
32	42	6	
45	94	19	
11	46	68	
10	59	94	
44	50	44	
42	56	57	
90	6	21	
98	1	47	
65	85	79	
82	52	90	
7	64	43	
2	65	76	
98	20	44	
90	37	84	
67	80	2	
5	80	62	
17	31	100	
100	12	17	
52	41	38	
30	68	41	
32	1	94	
35	28	23	
50	83	42	
3	94	63	
88	60	53	
89	57	35	
97	34	10	
13	45	66	
85	13	45	
99	64	83	
1	72	71	
76	13	31	
81	30	44	
12	53	85	
99	42	33	
28	54	20	
48	25	50	
48	1	23	
53	75	28	
98	95	96	
13	94	70	
56	48	9	
38	24	72	
92	32	23	
96	9	72	
98	16	34	
49	93	20	
58	80	32	
48	21	73	
76	32	11	
44	49	79	
17	32	15	
92	4	7	
6	72	27	
29	22	35	
71	65	17	
37	88	82	
32	73	79	
11	64	82	
55	1	75	
94	20	51	
38	5	94	
94	52	90	
72	58	16	
73	61	11	
15	77	57	
62	53	29	
100	90	50	
30	84	36	
42	39	81	
75	22	74	
74	99	95	
39	72	29	
72	88	66	
96	55	3	
64	7	25	
51	84	47	
7	10	72	
92	78	76	
20	17	16	
92	23	5	
61	83	97	
5	19	85	
6	60	93	
39	9	13	
87	71	34	
20	85	9	
31	72	23	
14	83	93	
4	91	23	
31	63	83	
41	87	82	
71	40	46	
31	76	50	
71	62	62	
54	21	48	
51	17	95	
53	66	72	
17	69	44	
68	96	13	
63	70	13	
34	18	95	
20	3	55	
11	12	68	
34	75	39	
31	39	21	
63	86	81	
15	95	3	
15	83	97	
84	24	1	
14	84	39	
9	53	48	
100	25	52	
23	49	23	
68	3	69	
60	91	65	
59	32	9	
60	60	82	
72	87	76	
9	74	65	
55	53	18	
81	75	59	
98	92	25	
51	83	38	
77	80	22	
31	4	47	
76	98	30	
86	50	15	
72	16	55	
7	20	61	
38	4	19	
72	60	65	
5	89	43	
35	29	73	
47	57	23	
85	82	6	
43	35	17	
77	15	49	
21	63	33	
32	28	33	
88	68	7	
77	14	37	
97	82	59	
66	46	89	
36	72	33	
35	46	99	
56	93	58	
56	38	91	
95	53	28	
60	27	33	
73	16	68	
6	15	96	
54	74	80	
38	9	79	
57	81	54	
54	19	16	
71	45	15	
48	77	34	
60	42	49	
71	37	13	
95	9	60	
92	75	30	
35	24	1	
50	54	49	
69	83	97	
45	36	60	
72	73	78	
80	61	87	
49	20	14	
81	70	23	
29	48	92	
91	5	58	
98	96	63	
98	54	29	
10	53	9	
27	83	79	
25	70	1	
85	82	63	
60	42	32	
88	37	32	
94	80	28	
59	5	71	
3	49	85	
29	31	90	
21	15	64	
36	65	90	
5	68	24	
9	57	32	
60	31	58	
44	36	9	
88	71	16	
95	18	55	
60	41	2	
73	43	69	
27	68	55	
92	77	45	
2	1	68	
56	95	99	
64	50	20	
32	93	78	
80	31	84	
43	10	75	
7	55	96	
92	3	75	
5	83	99	
71	22	4	
100	73	40	
36	4	70	
38	85	99	
48	61	4	
75	80	96	
66	60	3	
49	84	23	
25	6	26	
25	14	26	
92	67	72	
72	47	25	
15	23	22	
72	11	35	
28	58	65	
76	82	98	
1	60	26	
52	20	32	
44	46	3	
56	38	68	
30	60	71	
62	91	100	
89	85	75	
86	35	26	
96	91	38	
67	73	56	
16	55	59	
57	43	57	
60	41	100	
31	74	44	
56	53	63	
81	57	86	
12	14	90	
96	29	2	
16	13	6	
91	65	41	
56	27	2	
2	60	85	
58	2	13	
69	99	84	
38	100	100	
24	58	53	
33	29	7	
86	22	57	
25	7	37	
92	84	22	
47	17	15	
78	61	35	
73	86	57	
11	10	27	
30	40	18	
74	98	43	
73	77	28	
72	43	64	
85	24	16	
84	89	41	
60	12	50	
97	29	100	
69	29	90	
67	85	65	
80	24	68	
22	79	25	
34	25	3	
73	29	100	
53	17	64	
90	13	6	
36	66	56	
45	8	20	
70	47	5	
22	18	48	
46	59	94	
24	43	11	
58	81	80	
67	5	25	
65	35	61	
83	77	2	
65	88	51	
20	74	97	
35	39	47	
8	90	21	
62	53	72	
18	20	62	
51	63	64	
55	76	99	
77	28	60	
46	35	64	
81	88	83	
20	18	11	
10	77	58	
17	31	6	
35	41	98	
74	100	93	
30	15	49	
66	28	41	
99	28	82	
59	92	21	
62	11	72	
89	71	75	
8	19	6	
95	80	47	
6	99	53	
48	30	76	
56	73	97	
15	92	81	
16	17	59	
83	60	69	
96	60	75	
16	11	44	
1	28	98	
64	84	25	
31	76	93	
28	15	40	
86	86	45	
29	84	5	
85	69	62	
10	53	35	
12	71	42	
90	50	91	
24	6	61	
37	19	70	
57	70	62	
4	94	100	
58	62	1	
59	52	21	
63	14	8	
25	88	20	
93	37	89	
97	78	5	
99	41	76	
94	32	75	
36	81	69	
30	64	8	
95	69	65	
10	41	41	
43	38	46	
62	40	24	
66	43	80	
100	75	34	
5	52	66	
48	52	76	
37	49	52	
33	28	81	
27	3	36	
52	81	44	
12	48	47	
99	34	28	
89	26	26	
55	16	100	
78	63	83	
78	10	38	
74	49	81	
96	64	25	
5	32	82	
14	11	60	
97	72	2	
94	9	37	
26	5	61	
2	2	65	
58	70	7	
92	51	57	
68	94	80	
84	6	32	
79	35	34	
69	33	12	
82	34	82	
66	25	92	
35	7	50	
21	49	22	
83	35	51	
41	89	5	
26	51	80	
72	72	34	
90	17	62	
41	17	26	
12	21	40	
74	19	18	
79	3	27	
97	7	31	
71	56	97	
15	17	58	
60	65	47	
9	50	20	
44	46	100	
74	53	100	
34	70	91	
98	78	59	
1	67	77	
46	31	100	
80	56	47	
81	100	40	
17	36	77	
68	11	51	
18	14	18	
41	5	96	
11	21	79	
21	54	54	
34	54	84	
19	19	68	
45	59	13	
59	92	21	
44	38	20	
63	31	16	
5	97	35	
35	8	46	
40	18	20	
26	18	15	
65	30	26	
31	31	44	
1	76	28	
39	46	34	
75	72	52	
69	80	36	
26	19	70	
67	78	41	
8	41	9	
57	49	44	
84	16	80	
49	22	49	
78	100	74	
67	75	67	
88	43	31	
66	33	6	
47	7	26	
33	81	25	
19	34	88	
75	24	61	
86	27	9	
76	87	71	
32	65	42	
53	8	34	
96	95	70	
30	41	39	
95	59	27	
30	80	88	
27	75	49	
93	79	19	
2	13	54	
31	33	20	
10	85	54	
59	95	64	
89	66	2	
52	48	88	
29	59	85	
82	54	27	
19	18	39	
4	98	6	
1	53	66	
18	90	87	
36	47	49	
99	91	22	
32	21	65	
57	4	33	
3	97	42	
14	49	26	
43	82	7	
7	6	10	
100	14	45	
50	4	12	
13	49	17	
73	100	47	
51	63	50	
96	54	85	
60	3	18	
93	32	35	
61	27	29	
10	49	89	
32	27	72	
79	1	34	
16	42	99	
95	97	46	
83	35	51	
98	28	29	
18	93	49	
37	5	23	
64	56	66	
45	66	19	
39	90	36	
57	82	27	
68	67	31	
41	38	43	
100	30	82	
23	74	34	
75	64	7	
77	75	67	
16	40	9	
55	3	24	
77	46	100	
98	90	78	
65	52	70	
48	16	21	
63	99	17	
85	21	90	
92	40	58	
41	46	34	
53	18	56	
19	32	94	
82	65	81	
50	25	23	
71	11	55	
100	71	14	
4	41	9	
69	62	56	
93	76	50	
76	58	91	
62	22	1	
46	76	1	
1	43	89	
66	96	27	
20	66	19	
76	94	22	
74	99	97	
14	30	23	
89	50	8	
58	51	53	
70	60	46	
75	18	73	
4	6	47	
43	65	25	
65	14	92	
90	73	93	
63	46	25	
26	57	96	
10	46	63	
87	75	35	
15	36	67	
94	45	28	
100	25	89	
22	55	10	
90	61	96	
98	73	65	
73	26	5	
81	11	68	
15	70	26	
58	92	83	
91	91	74	
97	44	95	
68	52	91	
58	53	68	
40	16	92	
42	81	88	
63	84	21	
75	38	13	
100	20	24	
17	5	67	
59	54	82	
95	65	7	
58	69	39	
2	55	91	
14	36	2	
77	90	92	
100	23	47	
79	22	16	
36	72	72	
35	14	57	
92	45	69	
100	49	70	
79	19	81	
85	29	55	
52	76	32	
8	43	17	
25	96	64	
60	20	97	
38	76	48	
61	15	52	
11	5	43	
23	90	66	
65	69	28	
56	88	55	
96	32	14	
38	45	82	
80	71	37	
36	71	46	
14	19	53	
9	70	64	
46	63	47	
90	45	35	
70	38	60	
59	68	71	
27	87	26	
66	1	76	
11	43	80	
81	2	86	
52	49	66	
60	58	65	
73	25	75	
69	72	67	
62	47	29	
6	88	61	
84	20	75	
49	12	76	
86	6	30	
46	64	25	
31	65	63	
46	27	98	
62	13	19	
84	47	49	
100	34	43	
13	50	5	
7	46	27	
71	8	77	
62	1	71	
61	100	28	
99	93	50	
61	72	16	
77	22	13	
34	38	18	
86	100	50	
96	16	55	
30	43	51	
58	65	99	
57	98	59	
11	1	21	
79	93	79	
39	37	82	
12	27	45	
31	29	38	
51	57	68	
25	7	68	
56	18	85	
100	67	10	
55	89	11	
14	41	42	
40	16	82	
68	36	40	
45	41	53	
100	45	51	
65	62	49	
19	69	37	
25	12	60	
10	63	53	
30	73	52	
68	69	36	
86	68	48	
100	61	46	
3	68	17	
92	44	91	
3	83	83	
6	58	23	
74	78	90	
57	67	96	
8	80	46	
12	44	41	
3	71	22	
78	22	49	
89	31	35	
75	99	57	
1	15	43	
86	39	26	
68	9	61	
39	30	70	
41	2	91	
51	66	54	
40	12	23	
40	79	93	
44	74	73	
82	97	53	
57	79	24	
100	35	37	
54	69	4	
49	63	45	
87	41	24	
52	85	25	
89	19	30	
53	94	67	
36	24	95	
27	65	68	
73	34	56	
25	25	2	
1	24	20	
45	62	64	
89	50	31	
31	70	32	
14	46	81	
12	28	59	
19	61	36	
51	52	5	
65	97	2	
82	80	86	
21	26	40	
71	68	53	
13	68	61	
46	85	31	
51	21	30	
6	93	76	
2	14	12	
76	64	94	
25	99	10	
68	17	68	
40	99	86	
100	41	37	
6	96	51	
79	1	72	
9	87	36	
10	84	38	
61	44	42	
80	89	97	
43	73	28	
94	99	18	
17	94	90	
21	25	46	
38	54	16	
95	50	20	
95	48	68	
28	36	93	
65	88	41	
7	70	31	
55	79	79	
85	23	65	
25	51	18	
42	24	5	
55	75	29	
44	83	47	
99	47	21	
7	25	61	
40	24	77	
54	20	97	
57	52	97	
88	86	32	
8	28	30	
42	89	22	
67	74	2	
56	26	1	
25	70	74	
64	57	40	
20	35	59	
17	48	27	
92	51	56	
2	88	55	
5	76	81	
68	72	28	
38	100	18	
40	76	23	
95	90	10	
1	14	87	
97	7	70	
6	50	6	
18	75	24	
16	49	90	
92	31	4	
20	40	48	
46	37	68	
21	35	75	
31	52	86	
30	9	96	
52	49	11	
5	2	10	
65	96	14	
86	36	1	
42	36	68	
10	27	88	
15	33	1	
92	84	73	
8	79	64	
70	46	2	
63	99	33	
56	37	41	
52	74	11	
23	89	28	
80	17	83	
31	92	94	
62	32	84	
34	83	42	
61	28	30	
100	28	53	
88	54	11	
34	90	42	
86	80	24	
2	8	63	
75	70	60	
12	18	24	
21	32	72	
13	70	39	
86	50	92	
82	13	87	
38	89	10	
1	94	29	
86	10	29	
25	31	4	
54	84	80	
58	72	83	
93	83	71	
1	86	85	
24	93	78	
37	21	27	
45	71	65	
24	10	60	
72	79	67	
28	48	53	
8	18	54	
9	95	54	
28	9	23	
11	37	55	
56	94	88	
35	73	23	
51	66	49	
7	31	39	
40	63	52	
18	59	24	
50	55	71	
56	98	36	
66	45	45	
95	52	93	
96	75	17	
27	97	18	
13	44	14	
69	18	97	
18	16	14	
29	54	72	
32	67	66	
39	80	100	
50	32	3	
99	77	76	
9	1	23	
33	79	76	
99	85	93	
67	3	54	
16	1	60	
54	70	63	
19	19	86	
47	14	58	
8	72	93	
8	31	32	
53	57	25	
22	3	100	
64	13	78	
48	41	1	
49	75	59	
29	60	58	
55	85	94	
77	23	62	
25	15	54	
56	92	81	
45	13	17	
40	60	9	
71	82	5	
66	45	56	
30	1	89	
82	90	54	
66	7	93	
26	100	11	
81	39	55	
19	74	94	
74	84	31	
32	65	8	
99	82	16	
38	29	60	
26	13	71	
36	63	28	
7	25	81	
41	13	87	
89	61	49	
50	100	13	
1	20	36	
87	83	23	
98	26	81	
28	41	31	
78	13	8	
93	68	90	
42	74	28	
53	51	65	
54	31	40	
75	15	91	
4	97	34	
42	37	59	
86	29	50	
61	26	36	
79	11	2	
43	55	10	
46	31	19	
50	41	62	
7	67	44	
12	18	45	
19	35	55	
28	9	50	
34	40	7	
78	98	74	
86	73	5	
32	70	85	
67	80	28	
6	41	97	
80	4	37	
37	96	32	
38	67	8	
52	89	65	
46	10	79	
2	68	10	
99	55	82	
17	64	47	
42	11	56	
74	54	12	
25	14	51	
43	53	57	
29	19	21	
68	44	56	
34	41	82	
10	11	29	
67	97	51	
67	25	62	
96	40	38	
69	78	36	
88	36	74	
63	36	91	
91	11	15	
2	86	62	
45	18	94	
23	68	19	
90	76	17	
88	84	7	
23	44	24	
40	1	72	
77	31	7	
35	4	51	
77	77	7	
90	94	5	
89	56	55	
54	89	3	
64	9	85	
1	66	30	
16	78	84	
80	84	5	
84	42	25	
58	54	65	
